ser,date,text,label
10829,2020-03-11T18:00:00.000Z,This COVID19 got me feeling like in an episode of South Park,negative
10830,2020-03-11T18:00:00.000Z,This is vital reading COVID19,positive
10831,2020-03-11T18:00:00.000Z,This COVID19,negative
10832,2020-03-11T18:00:00.000Z,This is what at the LA Times are saying The current number of confirmed community spread in LA is WAY off because are not able to get Please for the safety of and their say it is here Covid19,negative
10833,2020-03-11T18:00:00.000Z,This is worse than With people knew they were sick With COVID19 might have mild no Thus virus insidiously among population That is why border control is VITAL Testing is VITAL ! Quarantine is VITAL ! This is serious,negative
10834,2020-03-11T18:00:00.000Z,Timing Sad how many people will be faced with making this decision COVID19,negative
10835,2020-03-11T18:00:00.000Z,Time to wake up and smell the coffee ! now need to earn their keep and respond intelligently to the Covid19 pandemic,positive
10836,2020-03-11T18:00:00.000Z,Time to think about extending Spring break for another week and to reduce the impact of school closure on Covid19,positive
10837,2020-03-11T18:00:00.000Z,Time to act is now ! How ? to mitigate the covid19 A very informative article to understand what is going on We will come out from this all together,positive
10838,2020-03-11T18:00:00.000Z,Time Change and President to join public health for a daily press briefing on COVID19 LIVE 5,positive
10839,2020-03-11T18:00:00.000Z,shift with LOTS of Covid19 no surprise Please add your COVID19,negative
10840,2020-03-11T18:00:00.000Z,Three to read tonight 10000 in may have COVID19 as ramped up to contain spread World renowned chef soldier and two US in rocket attack pictwittercomYzB6vQvpkZ,negative
10841,2020-03-11T18:00:00.000Z,Three ahead Quick recovery Global slowdown recession how this out on the ability to rapidly control COVID19 as China did pictwittercom4qv5ZUpVYw,positive
10842,2020-03-11T18:00:00.000Z,Thread by This is a thread that some to assess how the ban on from to the affect the number of COVID19 in the US These of are often,negative
10843,2020-03-11T18:00:00.000Z,Thread by March Break So many people in travel across Canada to the US to and beyond This is the first it And it is because of the potential all that travel to bring COVID19 into our and,positive
10844,2020-03-11T18:00:00.000Z,Thread Were our Federation from tomorrow You know the Covid19 Except that it really wasnt about the people in the office it,neutral
10845,2020-03-11T18:00:00.000Z,Thread I on 7 I repeat will die first YES ! Covid19,negative
10846,2020-03-11T18:00:00.000Z,Thought this article was worth ! THIS is why are being due to COVID19 in one perfect picture It is NOT because people are getting hysterical or because they believe the virus is so deadly,negative
10847,2020-03-11T18:00:00.000Z,Thought on school say are for 23 anyone really think the COVID19 situation is going to be meaningfully better in 23 to reopen ,negative
10848,2020-03-11T18:00:00.000Z,Those 10 people should not been to leave for any reason until they all tested negative this quarantine should been in only In that way this would not spread the way it now No travel ban our are an open gate covid19,negative
10849,2020-03-11T18:00:00.000Z,New York Governor that the state will ban all Broadway of 500 or more people due to Breaking COVID19,negative
10850,2020-03-11T18:00:00.000Z,This will have a MAJOR effect on Southwest with the Red and both training there baseball COVID19,positive
10851,2020-03-11T18:00:00.000Z,This whole COVID19 thing is me to be grateful on a level I normally forget to be For rewarding work that me to stay home as much as I need to a great relationship with someone supportive cooking natural tenacity and toilet paper to wipe my ass with,positive
10852,2020-03-11T18:00:00.000Z,This post is surprisingly not about COVID19 but about medical assistance in dying MAID and,negative
10853,2020-03-11T18:00:00.000Z,This was taken on a train in Kent today My friend who works for NHS111 took this picture on the way to work in an ambulance dispatcher office The response nothing that is being done COVID19 must be curtailed cleaning must be better pictwittercomR6EnM7gkJS,negative
10854,2020-03-11T18:00:00.000Z,This totally the type of Roaring 20s I was COVID19,negative
10855,2020-03-11T18:00:00.000Z,This site really COVID19 into perspective,neutral
10856,2020-03-11T18:00:00.000Z,This needs to be taken seriously COVID19,positive
10857,2020-03-11T18:00:00.000Z,This may not be our first rodeo with infectious disease in this country but it is definitely the first time the rodeo clown is running it Ammendment25 Article25 COVID19,positive
10858,2020-03-11T18:00:00.000Z,This funny While a healthy basketball player will most likely recover without personal those with other health or those who are elderly may not be so lucky We shouldnt panic but we also shouldnt be foolish ; put at risk Covid19 COVID19,negative
10859,2020-03-11T18:00:00.000Z,This is why the United is behind other in the fight to combat COVID19 and the Follow Watch pictwittercomuDkdf5j0sD,negative
10860,2020-03-11T18:00:00.000Z,Timing of the release of this paper is not lost on anyone Sad how many people will be faced with making this decision in the coming COVID19 COVID19USA,negative
10861,2020-03-11T18:00:00.000Z,Thinking of due to COVID19 would hate to see people get sick ,negative
10862,2020-03-11T18:00:00.000Z,Should Consider Now That Remote Work Becomes Inevitable leadership management remote covid19,positive
10863,2020-03-11T18:00:00.000Z,The patient who away on March 10 been confirmed for COVID19 The necessary contract tracing isolation and other as per protocol are being carried out health minister,positive
10864,2020-03-11T18:00:00.000Z,The next 3 will not be in school starting close of school Covid19,negative
10865,2020-03-11T18:00:00.000Z,The new should be or Make Well Again ; or Keep Away Covid19,positive
10866,2020-03-11T18:00:00.000Z,The new 111 service a series of quick to answer and will tell you if you need medical help and advise you on what to do next COVID19,positive
10867,2020-03-11T18:00:00.000Z,The left doesnt care who they hurt with this hysteria Yes hysteria Covid19 39 1500 infected Swine flu in the US 61 million infected 12469 575400 people from swine flu A real pandemic,negative
10868,2020-03-11T18:00:00.000Z,The last part is true Think of the wed be living in if the media they could terrorize old people w 247 seasonal flu coverage gladly do it too News is a product Always been Nothing egalitarian about it At all COVID19,positive
10869,2020-03-11T18:00:00.000Z,The lack of concern from people with to COVID19 is so not old so Ill be fine is problematic the elderly people with people low immunity or people with cancer more at risk Stop being careless and selfish,negative
10870,2020-03-11T18:00:00.000Z,The irony of today is that although this is the day when people wake up and get closer to the level of concerned they should be the being taken by private industry are the most helpful so far and this is the best day yet in of US response to COVID19,positive
10871,2020-03-11T18:00:00.000Z,The worker is very and upset about this and the practice as appalling and going against This is just a tiny window into one issue on one ward in one hospital COVID19,negative
10872,2020-03-11T18:00:00.000Z,The health and of ; remain our top priority We continue to assess the situation and advise patient care based on current knowledge of the virus and For more information visit COVID19 pictwittercomyJ2yL05uTK,positive
10873,2020-03-11T18:00:00.000Z,The health and safety of our and is always our top priority Find out how we at are continued safe and effective with the recent outbreak of COVID19 pictwittercomTH95oanXiV,positive
10874,2020-03-11T18:00:00.000Z,The health and safety of our and is always a priority of the City of Cocoa Weve our COVID19 page with some helpful on hand washing and payment for your water service,positive
10875,2020-03-11T18:00:00.000Z,The head of the Medical Association from the COVID19 infection He due to respiratory failure from the,negative
10876,2020-03-11T18:00:00.000Z,The fight against and misinformation dealing with the that much more difficult Get the real news as well as on how to avoid the outbreak from WHO COVID19,negative
10877,2020-03-11T18:00:00.000Z,The feeling when the government federal research hand over their stock of extraction to stem off a supply squeeze Covid19 pictwittercomKhR8OKDR4E,positive
10878,2020-03-11T18:00:00.000Z,The the better everything is possible with this COVID19 issue ya mana mu na da,positive
10879,2020-03-11T18:00:00.000Z,The divergent to and COVID19 inconvenience an uncomfortable truth care more about own prosperity rooted in ongoing colonization than improving with Indigenous the original of these,positive
10880,2020-03-11T18:00:00.000Z,The rapidly when people are confined in a limited space like nursing cruise and yes detention By E COVID19,negative
10881,2020-03-11T18:00:00.000Z,The sat in right now is out COVID19,negative
10882,2020-03-11T18:00:00.000Z,The biggest low risk group over 21 should all be to be infected and then This would be the group most likely with mild to go and pass it on to high risk people Meet this head on COVID19,negative
10883,2020-03-11T18:00:00.000Z,The White House response to the COVID19 pandemic pictwittercombTdcAu0CpR,negative
10884,2020-03-11T18:00:00.000Z,The White House ordered health to treat Covid19 as classified an unusual step that restricted information and the US response to the contagion according to four Trump administration,negative
10885,2020-03-11T18:00:00.000Z,The School District is the latest local district to cancel indoor sports and the public in response to the COVID19 outbreak These are until further notice,negative
10886,2020-03-11T18:00:00.000Z,The US is SPECIAL Rapid flu cost $ 510 lab test for flu $ 200 testing at minimum $ 1331 PREDATORY of Covid19 on schedule Thanks,negative
10887,2020-03-11T18:00:00.000Z,The not being tested for COVID19 is bad for the to him His inner circle the population of a retirement home COVID19,negative
10888,2020-03-11T18:00:00.000Z,The plan is to There is no treatment or effective prevention for COVID19 This is a novel virus to which no one any immunity and there is no vaccine There is no better plan Some will die afraid The vast majority will be fine pictwittercomOkf6hZ1ux9,positive
10889,2020-03-11T18:00:00.000Z,Thinking about food politics and how they will evolve in the face of covid19 Personal familial and societal,negative
10890,2020-03-11T18:00:00.000Z,The president is talking about a domestic travel ban You are many out of state and international with your negligent silence COVID19,negative
10891,2020-03-11T18:00:00.000Z,The silver lining is that we might actually delay global warming for a couple COVID19,negative
10892,2020-03-11T18:00:00.000Z,Thing Come and Go Beat the and keep going Covid19 covid19Canada COVID19US pictwittercomzz3yenLv5R,positive
10893,2020-03-11T18:00:00.000Z,They cancel life but they dont cancel COVID19,negative
10894,2020-03-11T18:00:00.000Z,They just my sons art intensive camp for next week and I agree more COVID19,positive
10895,2020-03-11T18:00:00.000Z,They Concert I was so excited to see her I know it is for precaution but I can still be sad concert COVID19 pictwittercom9ftINaxUPq,negative
10896,2020-03-11T18:00:00.000Z,Theres been a confirmed case of COVID19 on my campus,negative
10897,2020-03-11T18:00:00.000Z,There were three in the bed and the little one said everyone GET OUT self isolating COVID19,negative
10898,2020-03-11T18:00:00.000Z,There is no the magnitude of the failure of the government ie J Trump to deal with COVID19 This is outrageous,negative
10899,2020-03-11T18:00:00.000Z,There is hope !! develop a treatment for is trying to do the same for COVID19,positive
10900,2020-03-11T18:00:00.000Z,There is always money for Wall Street and the arms industry You can take that to the bank And the got their money a lot than you can get a COVID19 test,negative
10901,2020-03-11T18:00:00.000Z,There is NO evidence that COVID19 will spare We dont know what will happen is 100 % correct the pandemic is a reality and must be faced The sooner we act the more and health care system function we can protect,negative
10902,2020-03-11T18:00:00.000Z,There arent enough in the US to deal with whats coming Whats happening in right now an if for us Its a when COVID19,negative
10903,2020-03-11T18:00:00.000Z,There are from China and Japan that 16 % of people after from COVID19 later come down with it again but are not infectious But we are in v early stage of understanding this disease properly,negative
10904,2020-03-11T18:00:00.000Z,There are now 6 of COVID19 in,negative
10905,2020-03-11T18:00:00.000Z,There are no other positive within the Jazz other than the two of the COVID19,negative
10906,2020-03-11T18:00:00.000Z,There are a lot of but pioneer special set of dealing with the COVID19 pandemic,positive
10907,2020-03-11T18:00:00.000Z,There are 18 times as many new COVID19 being in the US than could plausibly be on our from,negative
10908,2020-03-11T18:00:00.000Z,to wonder how long do we have where we can still attempt about COVID19 Have we a turning point yet ,negative
10909,2020-03-11T18:00:00.000Z,The people are private to set off for holiday or specially prepared disaster in that so far appear to have the worst of the COVID19 outbreak,negative
10910,2020-03-11T18:00:00.000Z,The world to be shutting down one light switch at a time ! COVID19 Buckle up,negative
10911,2020-03-11T18:00:00.000Z,The world is very fast and diligently to the gripping disaster COVID19 What are we doing ,negative
10912,2020-03-11T18:00:00.000Z,The world gone in pandemic mode is also to deal with these extraordinary times of Covid19 We all need to take cognisance of this imminent threat pictwittercomy1QwQPMWuT,negative
10913,2020-03-11T18:00:00.000Z,The two have made it more plain Neither of them could put down their sticks and stop fighting long enough to present a unified front on the Covid19 issue Separate Shame on both of you Swallow your pride,negative
10914,2020-03-11T18:00:00.000Z,The told us it was safe to eat beef ! Now covid19 the eugenics guy they sacked a few ago ! Money saved yet again ,negative
10915,2020-03-11T18:00:00.000Z,The streaming of and Hulu bear the burden of keeping everyone in this world from losing their If those go down it is over We commend you for your service hulu COVID19,negative
10916,2020-03-11T18:00:00.000Z,The game tonight is as the National Basketball League of Canada suspended ALL due to about COVID19 Latest news on the virus pictwittercomFBsWtEqT42,positive
10917,2020-03-11T18:00:00.000Z,The shift to classes is going great COVID19 pictwittercom8DZi3XpXZd,positive
10918,2020-03-11T18:00:00.000Z,The National Hockey League the season due to the I hope that the pause is short and everything back to normal soon but the health and safety of everyone is first priority COVID19,positive
10919,2020-03-11T18:00:00.000Z,To all the who still believe that COVID19 is fake news or a hoax I give you this quote from Hooper in I can see that you are going to ignore this particular problem until it up and you in the ass ,negative
10920,2020-03-11T18:00:00.000Z,To anyone who for one second that the EU doesnt have credibility think again The only reason the US doesnt have 10000 + Covid19 is because there are not enough test kit is Make no mistake the US this as badly or worse than anyone,negative
10921,2020-03-11T18:00:00.000Z,We are living in a sad time primary because of the reaction driven not the virus COVID19,negative
10922,2020-03-11T18:00:00.000Z,We are calling upon the Boston Field Office of to reaffirm that enforcement will not occur in health care halt all new ensure care for those in custody and review all with COVID19 in mind Read our letter here pictwittercomKXKGvC8oCD,positive
10923,2020-03-11T18:00:00.000Z,We are all in this together Sanders COVID19,positive
10924,2020-03-11T18:00:00.000Z,We are all going to die Maybe not of the covid19 but we are all going to die,negative
10925,2020-03-11T18:00:00.000Z,We all owe worst year ever 2016 an apology Covid19 covid19,negative
10926,2020-03-11T18:00:00.000Z,Wash your of sketchy Investigative reporter at what should be amid the COVID19,negative
10927,2020-03-11T18:00:00.000Z,Wash your more often for 20 with soap and water Or use hand COVID19 pictwittercom2nTaIye1lf,positive
10928,2020-03-11T18:00:00.000Z,Wash your COVID19 pictwittercomP8mbOzpqo6,positive
10929,2020-03-11T18:00:00.000Z,Was just watching and one advisor said that postal were not particularly at risk of catching covid19 but then another advisor said that it could live on for 72 ! Are not ? You are giving out conflicting advice Covid19,negative
10930,2020-03-11T18:00:00.000Z,Wary of COVID19 spreading conditional travel ban,negative
10931,2020-03-11T18:00:00.000Z,COVID19,neutral
10932,2020-03-11T18:00:00.000Z,Is this really a good idea ? Stay home !!! Go in a few !!! It wont be the happiest place on earth if 1 of u catch COVID19 ; infect ur entire family ; ur who wont be ur if they get sick ; somebody !! Just STUPID ,positive
10933,2020-03-11T18:00:00.000Z,on when to wear a face mask during COVID19 outbreak If you are healthy you only need to wear a mask if you are taking care of a person with suspected 2019nCoV infection Wear a mask if you are or sneezing,positive
10934,2020-03-11T18:00:00.000Z,WHO once you have contracted COVID19 ; are you immune or can you get over and over ? immunity,negative
10935,2020-03-11T18:00:00.000Z,WHO declared COVID19 a pandemic due to it is spread ; severity focus remains to prepare Member to detect treat reduce transmission Only with everyone in the society we can slowdown the spread,positive
10936,2020-03-11T18:00:00.000Z,WHERE THE IS AND ? MAYBE ? Trump needs to call these people covid19,negative
10937,2020-03-11T18:00:00.000Z,WATCH LIVE County Health Department update on COVID19,positive
10938,2020-03-11T18:00:00.000Z,WASH YOUR COVID19,positive
10939,2020-03-11T18:00:00.000Z,EVERYTHING Trump IS ; PURE ON A LEVEL THE NEVER EVER EXPERIENCED IN OUR ADD ZERO TO BE ANY MORE THAN A BABY ; THAT SHOULD FRIGHTEN MORE THAN COVID19,negative
10940,2020-03-11T18:00:00.000Z,Virus doesnt make the distinction COVID19,negative
10941,2020-03-11T18:00:00.000Z,State of Emergency After 17 People Test Positive for COVID19 COVID19,negative
10942,2020-03-11T18:00:00.000Z,Video The response to The have closed to in COVID19 Covid19,positive
10943,2020-03-11T18:00:00.000Z,Valuable new from China and the about the transmission rate of COVID19 as US try to contain the outbreak COVID2019 pictwittercomAMfCb7T23W,negative
10944,2020-03-11T18:00:00.000Z,Scout Couch Live Hangout You Watch With No Matter What Their Device Stave off those quarantine blues with this easily accessible hangout experience Couch Live is a News COVID19 pictwittercomJwtNrb9SYJ,positive
10945,2020-03-11T18:00:00.000Z,Its to take from s plan We all just want to survive Covid19 COVID19 COVID19 SARSCoV2,negative
10946,2020-03-11T18:00:00.000Z,We are looking to collect data ; statistics on the opinion of COVID19 management in Nous information sur public sur la gestion de COVID19 COVID19 pictwittercomC3pFJ3L5Aa,positive
10947,2020-03-11T18:00:00.000Z,is going on ? Why are we not testing everyone NOW ! covid19,negative
10948,2020-03-11T18:00:00.000Z,We are standing by for news conference with Mayor with a COVID19 update WATCH LIVE ON CBS47 ; FOX30,positive
10949,2020-03-11T18:00:00.000Z,We are of the same sea now china is off the covid19 off Almost stay strong all the best to our past and current,negative
10950,2020-03-11T18:00:00.000Z,Well done to those of you who for him and his ilk Compare and contrast the response to the potential danger of by with the headless chicken routine of the it is pretty stark COVID19,negative
10951,2020-03-11T18:00:00.000Z,Welcome to see our speaking with one voice today Covid19,positive
10952,2020-03-11T18:00:00.000Z,Welcome home covid19,positive
10953,2020-03-11T18:00:00.000Z,Weird how russia any on the COVD19 COVID19 ? shutdown Covid19 pandemic 2020outbreak 2020pandemic,negative
10954,2020-03-11T18:00:00.000Z,Id like to know with specific what you will do to keep your who serve the public safe during COVID19 I have who work for you and put themselves at risk serving the public,positive
10955,2020-03-11T18:00:00.000Z,We will supplement these as and continue to come into The COVID19 for State ; CHIP can be found here,positive
10956,2020-03-11T18:00:00.000Z,We want to slow down transmission of illness in our community and keep the level of disease low Commissioner of Health Gale covid19,positive
10957,2020-03-11T18:00:00.000Z,We remain in the comprehensive fight against COVID19 ; we are working to keep our Service healthy Please visit or for additional guidance,positive
10958,2020-03-11T18:00:00.000Z,We need to work together to beat COVID19 ; any company that can work from home should ! If you run or work at an early stage put together a killer list of and to help your team effectively,positive
10959,2020-03-11T18:00:00.000Z,We need to mind each other show solidarity ; ; protect the most vulnerable The state should provide a basic income support for ; self employed freeze ; ban We talk COVID19,positive
10960,2020-03-11T18:00:00.000Z,We need immediate social health care system 2nd best in the world is on the verge of collapse It took 10 days Over 6 % fatality rate 10 % in The time to act is now COVID19 Canada,negative
10961,2020-03-11T18:00:00.000Z,We need a travel ban for as well and a mandatory quarantine for anyone coming from glad that we did a travel ban on COVID19 WHO,positive
10962,2020-03-11T18:00:00.000Z,We need a transparency initiative 2019nCoV COVID19,positive
10963,2020-03-11T18:00:00.000Z,We must push all of us to fight as hard as they can to suppress this By doing so you are saving more time for your to prepare So do everything you can to be as aggressive as you can Maria Van COVID19 pictwittercomxu7RCkRM3r,positive
10964,2020-03-11T18:00:00.000Z,We must imagine COVID19,positive
10965,2020-03-11T18:00:00.000Z,We must be actively engaged in the media on COVID19 Thank you for public health as we continue to educate our in various about what we know and how to protect vulnerable Nurse,positive
10966,2020-03-11T18:00:00.000Z,We know that brain is so sterile that intelligence cannot grow there Now we may have proof that his body is so selfish and sterile that it cannot sustain life ; a virus such as COVID19,negative
10967,2020-03-11T18:00:00.000Z,We have other of in our evolution history And we will survive COVID19 too,positive
10968,2020-03-11T18:00:00.000Z,We have a potent weapon against and should use it promptly ?! protection health future now covid19 flu pandemic,positive
10969,2020-03-11T18:00:00.000Z,We encourage be or done of 250 + people should be and those with to stay away from covid19,positive
10970,2020-03-11T18:00:00.000Z,We currently DO NOT have a case of confirmed case of COVID19,negative
10971,2020-03-11T18:00:00.000Z,We continue to with and to provide New with the most timely and reliable information related to the More on COVID19 pictwittercom5SaIQsNSLP,positive
10972,2020-03-11T18:00:00.000Z,We can all do our part COVID19 stay home wash your tell our we want free and available testing pictwittercom87bfRhkTNd,positive
10973,2020-03-11T18:00:00.000Z,We broke down the emergency bill by Congress last week The bill $ 83 billion to federal for COVID19 response $ 67 billion 81 % is for the domestic response pictwittercomikMgP5vdhE,negative
10974,2020-03-11T18:00:00.000Z,We believe it is important to develop simulation to prepare for health crises like COVID19 Read our combined statement with ; here,positive
10975,2020-03-11T18:00:00.000Z,We are training additional clinical staff ? This you wonder why the whole fuss about preparedness You would assume everything is in place to handle any upcoming emergency ! We should be ready for the worst COVID19,negative
10976,2020-03-11T18:00:00.000Z,To all the and You wont have time to read this but you are in our all the time sending you love respect gratitude covid19,positive
10977,2020-03-11T18:00:00.000Z,from re COVID19 and cruise,neutral
10978,2020-03-11T18:00:00.000Z,advice been on COVID19,neutral
10979,2020-03-11T18:00:00.000Z,Trump and the wont really have a comprehensive response to the until their and need corporate socialism or until white Trump start dying from COVID19,negative
10980,2020-03-11T18:00:00.000Z,Trump Is the Worst Possible Outcome for the Crisis The Atlantic COVID19,negative
10981,2020-03-11T18:00:00.000Z,Trump Homelessness Climate change This news would rattle anyone COVID19,negative
10982,2020-03-11T18:00:00.000Z,True to form for the Democrat party The Nasty playbook You never want a serious crisis to go to waste COVID19,negative
10983,2020-03-11T18:00:00.000Z,True leader in times of national crisis ! Biden2020 COVID19,negative
10984,2020-03-11T18:00:00.000Z,True I felt the same Every liberal I know regretfully hell be no contest as long as he doesnt up covid19 response Even if the market and dont have the widespread support to beat him Unless this goes badly,negative
10985,2020-03-11T18:00:00.000Z,Training and all home suspended for Bray Read our statement below COVID19 pictwittercom0kmt2G2EoW,neutral
10986,2020-03-11T18:00:00.000Z,to receive specific guidance from this afternoon for on mass That media briefing for 4 covid19,neutral
10987,2020-03-11T18:00:00.000Z,Top US official COVID19 testing system is a failing More on the and for pictwittercomOdqV1ONIRK,negative
10988,2020-03-11T18:00:00.000Z,Top 50 for 20200312 1100 to 20200312 1900 + 0 COVID19 Covid19 Trump,negative
10989,2020-03-11T18:00:00.000Z,Too bad the doesnt have leader let alone a leader who the Truth or who even what the truth is ! COVID19 because of his,negative
10990,2020-03-11T18:00:00.000Z,Too bad an event with the artist Super Flu I was interested in is also Was so interested to see Super Flu ! covid19,positive
10991,2020-03-11T18:00:00.000Z,it like it is The idea of anybody being able to get a test for Covid19 when they need it were not set up for that,negative
10992,2020-03-11T18:00:00.000Z,Tomorrow is the 13th This time it is to be Covid19,negative
10993,2020-03-11T18:00:00.000Z,and his wife Rita with COVID19 in COVID19,neutral
10994,2020-03-11T18:00:00.000Z,CHIP COVID19 cover ; that reflect ; raised by state ; the available such as the Disaster Preparedness,positive
10995,2020-03-11T18:00:00.000Z,Featured Educator is Teaching with Paper due to with Dee Ross 10mt covid19 pictwittercomBGf6C4XbL0,positive
10996,2020-03-11T18:00:00.000Z,Today in region 9960 COVID19 in 16 366 in five as of 3pmGMT + 2 Almost all the were aged 60 or above WHO Regional Director pictwittercomQscFa04pUO,negative
10997,2020-03-11T18:00:00.000Z,Today in P7 we made our contingency in case the school closed We are now ready to continue learning at home We also at different information written about covid19 What can we trust,positive
10998,2020-03-11T18:00:00.000Z,Today at we were so stuffed in the lift like military biscuit is If anyone in there and had Covid19 we would all die die Wait no even cough the sweat,negative
10999,2020-03-11T18:00:00.000Z,Today Governor the state will close for the next three and ban of more than 100 people COVID19,negative
11000,2020-03-11T18:00:00.000Z,To reduce the risk of exposure to COVID19 through non essential travel we are the event until All current are still valid and we are providing the option for a full refund To know more click here runningremote2020 pictwittercomJPuCs4VR8I,positive
11001,2020-03-11T18:00:00.000Z,To prep for a possible outbreak need to focus on prevention and avoid legal covid19,positive
11002,2020-03-11T18:00:00.000Z,To late Covid19 is established in the community eligibility to unemployment emergency leave for up to 2 is Who can take 2 off ? In are already their,negative
11003,2020-03-11T18:00:00.000Z,To help keep up with their to move their ; ; China demand for into supply NAR al covid19,positive
11004,2020-03-11T18:00:00.000Z,Trump this week I met with of health insurance industry who have agreed to waive all for extend insurance coverage to these and to prevent surprise medical billing They only for COVID19 test ,negative
11005,2020-03-11T18:00:00.000Z,fraction of positive covid19 in Unfortunately the testing criteria around 3 March Data pictwittercomjAITUW3UAa,negative
11006,2020-03-11T18:00:00.000Z,Trump should focus on people being hurt by pandemic not just and industry The Progressive Pulse covid19,negative
11007,2020-03-11T18:00:00.000Z,tell the country that the COVID19 is not serious ; a hoax meanwhile people are losing their or Trump ! the current crisis considered himself a is uncle was one pictwittercom9kAb4jh03G,negative
11008,2020-03-11T18:00:00.000Z,Update with and the affected COVID19 pictwittercomYOsHpMW3fU,negative
11009,2020-03-11T18:00:00.000Z,Update on Family Law District Court that Family Law and Child Protection will continue as normal COVID19,positive
11010,2020-03-11T18:00:00.000Z,Update told that the pilot advised multiple times to update their so that can decide whether or not they want to fly on the plane Still no official mention of COVID19,positive
11011,2020-03-11T18:00:00.000Z,Up to 70 % of the population is likely to be infected with the German Chancellor COVID Coronavid19 COVID19 COVID2019 COVID19,negative
11012,2020-03-11T18:00:00.000Z,Until there is confidence in the response to Covid19,positive
11013,2020-03-11T18:00:00.000Z,Unknowing of COVID19 and spread it Many dont have the medical to deal with an outbreak,negative
11014,2020-03-11T18:00:00.000Z,University of Riverside Prevent from from housing due to COVID19 Sign the Petition ! Change,negative
11015,2020-03-11T18:00:00.000Z,health system to conduct the amount of testing for 44 ; have confirmed of COVID19 Infected ; 1300 people ; ; 38 Despite 2 to prepare US is ! COVID19US,negative
11016,2020-03-11T18:00:00.000Z,United just needs a two week pay Not vacation but stay at home and settle this down COVID19 Covid19,negative
11017,2020-03-11T18:00:00.000Z,Unfortunately this is very true Covid19 COVID19,negative
11018,2020-03-11T18:00:00.000Z,Unfortunate that might have COVID19 will have to stay,negative
11019,2020-03-11T18:00:00.000Z,are fed up with capitulation to invader Russia Momentum is building for a big turnout at a March of on Volunteer Day blaming COVID19 of more than 200 Then of more than 60 Showdown in 3 days,negative
11020,2020-03-11T18:00:00.000Z,is only for research staff to help with handling the intake of for COVID19 SARSCoV2 clinical testing at this time are strict for lab staff and doing the clinical,positive
11021,2020-03-11T18:00:00.000Z,8 new total confirmed there to 1520 and 40 total with 219 new and 2 new today Covid19 pictwittercomralN4dwltI,negative
11022,2020-03-11T18:00:00.000Z,4 new total confirmed there to 1512 and 40 total with 211 new and 2 new today Covid19 pictwittercomlEdSiOG0Nc,negative
11023,2020-03-11T18:00:00.000Z,March 12th Total Confirmed Outside China Source WHO COVID COVID19 COVID19 pictwittercomIPm48Hd4A5,negative
11024,2020-03-11T18:00:00.000Z,UPDATE to upcoming ! Part 2 of our Setting the Record Straight Series is now Serving Vulnerable During the COVID19 Pandemic COVID19 to register pictwittercomh4MFxKUi77,positive
11025,2020-03-11T18:00:00.000Z,UPDATE There are now 6 more presumptive positive of COVID19 in New Jersey Total 29 in,negative
11026,2020-03-11T18:00:00.000Z,and how likely is the going to be able to treat us all at the height of infection ? Do we form a for ? How can this be done without adversely affecting supply for people living with ? COVID19 COVID19UK,negative
11027,2020-03-11T18:00:00.000Z,to delay phase of plan READ MORE covid19 outbreak pandemic virus who,negative
11028,2020-03-11T18:00:00.000Z,health minister tested positive E don happen COVID19,negative
11029,2020-03-11T18:00:00.000Z,meeting to discuss 2020 amid COVID19 outbreak,negative
11030,2020-03-11T18:00:00.000Z,Two days ago touched every at a press conference to make a point about of COVID19 Now he it Two ago Trump fired the entire pandemic response team Now the government cant test fast enough Biggest factor in the spread of ? Irony,negative
11031,2020-03-11T18:00:00.000Z,Turkey confirmed it is first Covid19 case on March 11 But what is it is mortality rate around the world by gender medical history and age ? How many people have so far ? Who is at risk the most ,negative
11032,2020-03-11T18:00:00.000Z,Trying to figure out How all of a sudden all these people in got the COVID19,negative
11033,2020-03-11T18:00:00.000Z,controversial head of former researcher accused of accuracy of our inaccurate COVID19 that put us so far behind that were apparently incapable of effective testing 53 days after our 1st case,negative
11034,2020-03-11T18:00:00.000Z,Just keep in mind are COVID19 as an opportunity 2 move forward an agenda Their agenda nothing 2 do with helping Its about a selfish ideology of a utopian society where the people are dependent on ; under the control of the,positive
11035,2020-03-11T18:00:00.000Z,Just found some COVID19 locally pictwittercomjrO3MPJ5aB,neutral
11036,2020-03-11T18:00:00.000Z,you know the country I live in is kind of got out the ass and I love about them but the one thing I have to hand to them theyre doing a pretty good job of isolating the covid19 outbreak It been barely a week since we got our first,positive
11037,2020-03-11T18:00:00.000Z,COVID19 was,neutral
11038,2020-03-11T18:00:00.000Z,COVID19 update ! ALL entertainment and community in County will close for two starting TOMORROW March 12 can close at their discretion More from the,positive
11039,2020-03-11T18:00:00.000Z,COVID19 the other two will kill you,negative
11040,2020-03-11T18:00:00.000Z,COVID19 status update 320 1230pmET Morris Saint Health System GA,negative
11041,2020-03-11T18:00:00.000Z,COVID19 should be taken seriously but we must keep in perspective ; not panic or Prevention ; containment must be aggressive ; any economic assistance must be targeted ; temporary My interview w pictwittercomKHcpiAc8Oo,positive
11042,2020-03-11T18:00:00.000Z,COVID19 right now,negative
11043,2020-03-11T18:00:00.000Z,COVID19 revealed to be new TRUTH campaign project to disrupt foreign production and to provide respiratory to use in their next ad spot,positive
11044,2020-03-11T18:00:00.000Z,COVID19 really giving the microbe the exposure she,negative
